,Date/Time,Lat,Lon,Base
798421,05/11/2014 23:03,40.7242,-73.9824,B02598
798422,05/11/2014 23:03,40.7483,-73.9962,B02682
798423,05/11/2014 23:03,40.7755,-73.9904,B02617
798424,05/11/2014 23:03,40.7857,-73.9546,B02682
798425,05/11/2014 23:04,40.7025,-73.9897,B02598
798426,05/11/2014 23:04,40.7179,-73.9638,B02682
798427,05/11/2014 23:04,40.7327,-73.9775,B02598
798428,05/11/2014 23:04,40.7572,-73.9898,B02598
798429,05/11/2014 23:05,40.6416,-73.7882,B02598
798430,05/11/2014 23:05,40.7607,-73.9785,B02682
798431,05/11/2014 23:06,40.6486,-73.7826,B02682
798432,05/11/2014 23:06,40.7286,-73.9999,B02682
798433,05/11/2014 23:06,40.7349,-74.0021,B02598
798434,05/11/2014 23:06,40.749,-73.9746,B02682
798435,05/11/2014 23:07,40.6467,-73.7894,B02682
798436,05/11/2014 23:07,40.6766,-74.0176,B02682
798437,05/11/2014 23:07,40.7383,-73.8684,B02682
798438,05/11/2014 23:07,40.7501,-73.9944,B02598
798439,05/11/2014 23:07,40.7652,-73.9831,B02617
798440,05/11/2014 23:08,40.676,-74.0165,B02682
798441,05/11/2014 23:08,40.7274,-73.9938,B02598
798442,05/11/2014 23:08,40.7346,-73.9904,B02598
798443,05/11/2014 23:08,40.7546,-73.9777,B02598
798444,05/11/2014 23:08,40.7607,-73.9708,B02682
798445,05/11/2014 23:08,40.7809,-73.9813,B02682
798446,05/11/2014 23:09,40.6416,-73.7887,B02598
798447,05/11/2014 23:09,40.6466,-73.7902,B02764
798448,05/11/2014 23:09,40.7306,-74,B02682
798449,05/11/2014 23:09,40.733,-73.9944,B02598
798450,05/11/2014 23:09,40.7371,-73.9963,B02598
798451,05/11/2014 23:09,40.7579,-73.9913,B02598
798452,05/11/2014 23:10,40.6464,-73.7901,B02682
798453,05/11/2014 23:10,40.6466,-73.7896,B02598
798454,05/11/2014 23:10,40.7255,-73.984,B02682
798455,05/11/2014 23:10,40.7585,-73.9888,B02598
798456,05/11/2014 23:10,40.7585,-73.9888,B02598
798457,05/11/2014 23:11,40.6767,-74.0191,B02682
798458,05/11/2014 23:11,40.7284,-73.9999,B02598
798459,05/11/2014 23:11,40.7467,-73.9939,B02617
798460,05/11/2014 23:12,40.6485,-73.7827,B02682
798461,05/11/2014 23:12,40.7141,-74.0078,B02617
798462,05/11/2014 23:12,40.7794,-73.9738,B02682
798463,05/11/2014 23:13,40.6672,-73.9344,B02682
798464,05/11/2014 23:13,40.7168,-73.9909,B02598
798465,05/11/2014 23:13,40.7547,-73.8537,B02617
798466,05/11/2014 23:13,40.7606,-73.9992,B02617
798467,05/11/2014 23:13,40.8085,-73.9374,B02598
798468,05/11/2014 23:13,40.8146,-73.9057,B02617
798469,05/11/2014 23:14,40.6464,-73.7902,B02598
798470,05/11/2014 23:14,40.6466,-73.7896,B02682
798471,05/11/2014 23:14,40.6483,-73.7828,B02682
798472,05/11/2014 23:14,40.759,-73.9643,B02617
798473,05/11/2014 23:14,40.7653,-73.9879,B02682
